LocusTag	CycId
Lipst1_1_329802	G1IA6-21530-MONOMER
Lipst1_1_71298	G1IA6-20290-MONOMER
Lipst1_1_107005	G1IA6-22644-MONOMER
Lipst1_1_62240	G1IA6-19018-MONOMER
Lipst1_1_329804	G1IA6-21531-MONOMER
Lipst1_1_71301	G1IA6-20291-MONOMER
Lipst1_1_62421	G1IA6-19031-MONOMER
Lipst1_1_329807	G1IA6-21532-MONOMER
Lipst1_1_71305	G1IA6-20292-MONOMER
Lipst1_1_107013	G1IA6-22645-MONOMER
Lipst1_1_3891	G1IA6-20642-MONOMER
Lipst1_1_329813	G1IA6-21533-MONOMER
Lipst1_1_71310	G1IA6-20293-MONOMER
Lipst1_1_33205	G1IA6-19584-MONOMER
Lipst1_1_68672	G1IA6-17812-MONOMER
Lipst1_1_107015	G1IA6-22646-MONOMER
Lipst1_1_330003	G1IA6-21534-MONOMER
Lipst1_1_71319	G1IA6-20294-MONOMER
Lipst1_1_27164	G1IA6-19402-MONOMER
Lipst1_1_330091	G1IA6-21535-MONOMER
Lipst1_1_71320	G1IA6-20295-MONOMER
Lipst1_1_107033	G1IA6-22647-MONOMER
Lipst1_1_62408	G1IA6-19030-MONOMER
Lipst1_1_330719	G1IA6-21536-MONOMER
Lipst1_1_28252	G1IA6-20482-MONOMER
Lipst1_1_27196	G1IA6-19403-MONOMER
Lipst1_1_3892	G1IA6-20643-MONOMER
Lipst1_1_71332	G1IA6-20297-MONOMER
Lipst1_1_62277	G1IA6-19021-MONOMER
Lipst1_1_107052	G1IA6-22648-MONOMER
Lipst1_1_330796	G1IA6-21537-MONOMER
Lipst1_1_71333	G1IA6-20298-MONOMER
Lipst1_1_71334	G1IA6-20299-MONOMER
Lipst1_1_331049	G1IA6-21538-MONOMER
Lipst1_1_68607	G1IA6-17801-MONOMER
Lipst1_1_272381	G1IA6-19404-MONOMER
Lipst1_1_331316	G1IA6-21539-MONOMER
Lipst1_1_107056	G1IA6-22649-MONOMER
Lipst1_1_71339	G1IA6-20300-MONOMER
Lipst1_1_71351	G1IA6-20301-MONOMER
Lipst1_1_331382	G1IA6-21540-MONOMER
Lipst1_1_27241	G1IA6-19405-MONOMER
Lipst1_1_71356	G1IA6-20302-MONOMER
Lipst1_1_3895	G1IA6-20644-MONOMER
Lipst1_1_68472	G1IA6-17775-MONOMER
Lipst1_1_107094	G1IA6-22650-MONOMER
Lipst1_1_62314	G1IA6-19023-MONOMER
Lipst1_1_331483	G1IA6-21541-MONOMER
Lipst1_1_108160	G1IA6-24077-MONOMER
Lipst1_1_71361	G1IA6-20303-MONOMER
Lipst1_1_78327	G1IA6-17843-MONOMER
Lipst1_1_331621	G1IA6-21542-MONOMER
Lipst1_1_1021	G1IA6-17228-MONOMER
Lipst1_1_71379	G1IA6-20304-MONOMER
Lipst1_1_27246	G1IA6-19406-MONOMER
Lipst1_1_107107	G1IA6-22651-MONOMER
Lipst1_1_331637	G1IA6-21543-MONOMER
Lipst1_1_71388	G1IA6-20305-MONOMER
Lipst1_1_331818	G1IA6-21544-MONOMER
Lipst1_1_107116	G1IA6-22652-MONOMER
Lipst1_1_3900	G1IA6-20645-MONOMER
Lipst1_1_2725	G1IA6-19407-MONOMER
Lipst1_1_71391	G1IA6-20306-MONOMER
Lipst1_1_62333	G1IA6-19025-MONOMER
Lipst1_1_331887	G1IA6-21545-MONOMER
Lipst1_1_71401	G1IA6-20312-MONOMER
Lipst1_1_275132	G1IA6-19424-MONOMER
Lipst1_1_331897	G1IA6-21546-MONOMER
Lipst1_1_71393	G1IA6-20308-MONOMER
Lipst1_1_27266	G1IA6-19408-MONOMER
Lipst1_1_113367	G1IA6-22653-MONOMER
Lipst1_1_331904	G1IA6-21547-MONOMER
Lipst1_1_71395	G1IA6-20309-MONOMER
Lipst1_1_331923	G1IA6-21548-MONOMER
Lipst1_1_113376	G1IA6-22654-MONOMER
Lipst1_1_3917	G1IA6-20646-MONOMER
Lipst1_1_272823	G1IA6-19409-MONOMER
Lipst1_1_71399	G1IA6-20310-MONOMER
Lipst1_1_62395	G1IA6-19027-MONOMER
Lipst1_1_331984	G1IA6-21549-MONOMER
Lipst1_1_71400	G1IA6-20311-MONOMER
Lipst1_1_332032	G1IA6-21550-MONOMER
Lipst1_1_7458	G1IA6-24518-MONOMER
Lipst1_1_272826	G1IA6-19410-MONOMER
Lipst1_1_113436	G1IA6-22655-MONOMER
Lipst1_1_62402	G1IA6-19028-MONOMER
Lipst1_1_71403	G1IA6-20313-MONOMER
Lipst1_1_338499	G1IA6-21551-MONOMER
Lipst1_1_71406	G1IA6-20314-MONOMER
Lipst1_1_338549	G1IA6-21552-MONOMER
Lipst1_1_3919	G1IA6-20647-MONOMER
Lipst1_1_273048	G1IA6-19411-MONOMER
Lipst1_1_68254	G1IA6-17727-MONOMER
Lipst1_1_113447	G1IA6-22656-MONOMER
Lipst1_1_338561	G1IA6-21553-MONOMER
Lipst1_1_71408	G1IA6-20315-MONOMER
Lipst1_1_965	G1IA6-17929-MONOMER
Lipst1_1_275034	G1IA6-19423-MONOMER
Lipst1_1_338571	G1IA6-21554-MONOMER
Lipst1_1_71409	G1IA6-20316-MONOMER
Lipst1_1_119704	G1IA6-22657-MONOMER
Lipst1_1_338625	G1IA6-21555-MONOMER
Lipst1_1_205955	G1IA6-17413-MONOMER
Lipst1_1_62442	G1IA6-19032-MONOMER
Lipst1_1_76819	G1IA6-24556-MONOMER
Lipst1_1_338719	G1IA6-21556-MONOMER
Lipst1_1_71420	G1IA6-20318-MONOMER
Lipst1_1_3923	G1IA6-20648-MONOMER
Lipst1_1_119797	G1IA6-22658-MONOMER
Lipst1_1_71422	G1IA6-20319-MONOMER
Lipst1_1_338832	G1IA6-21557-MONOMER
Lipst1_1_71430	G1IA6-20320-MONOMER
Lipst1_1_338855	G1IA6-21558-MONOMER
Lipst1_1_2734	G1IA6-19414-MONOMER
Lipst1_1_25267	G1IA6-17536-MONOMER
Lipst1_1_119826	G1IA6-22659-MONOMER
Lipst1_1_71433	G1IA6-20321-MONOMER
Lipst1_1_338878	G1IA6-21559-MONOMER
Lipst1_1_70486	G1IA6-19706-MONOMER
Lipst1_1_1288	G1IA6-17356-MONOMER
Lipst1_1_3927	G1IA6-20649-MONOMER
Lipst1_1_36141	G1IA6-21560-MONOMER
Lipst1_1_273418	G1IA6-19415-MONOMER
Lipst1_1_163820	G1IA6-22660-MONOMER
Lipst1_1_62446	G1IA6-19033-MONOMER
Lipst1_1_71443	G1IA6-20323-MONOMER
Lipst1_1_36529	G1IA6-21561-MONOMER
Lipst1_1_71451	G1IA6-20324-MONOMER
Lipst1_1_38480	G1IA6-21562-MONOMER
Lipst1_1_27377	G1IA6-19416-MONOMER
Lipst1_1_163839	G1IA6-22661-MONOMER
Lipst1_1_39815	G1IA6-21563-MONOMER
Lipst1_1_61502	G1IA6-17651-MONOMER
Lipst1_1_2110	G1IA6-18685-MONOMER
Lipst1_1_7440	G1IA6-24499-MONOMER
Lipst1_1_3928	G1IA6-20650-MONOMER
Lipst1_1_41436	G1IA6-21564-MONOMER
Lipst1_1_275862	G1IA6-19433-MONOMER
Lipst1_1_71460	G1IA6-20327-MONOMER
Lipst1_1_1306	G1IA6-17360-MONOMER
Lipst1_1_164003	G1IA6-22662-MONOMER
Lipst1_1_62497	G1IA6-19035-MONOMER
Lipst1_1_71465	G1IA6-20328-MONOMER
Lipst1_1_68603	G1IA6-17799-MONOMER
Lipst1_1_71653	G1IA6-20371-MONOMER
Lipst1_1_3974	G1IA6-20662-MONOMER
Lipst1_1_42822	G1IA6-21565-MONOMER
Lipst1_1_71467	G1IA6-20330-MONOMER
Lipst1_1_27400	G1IA6-19418-MONOMER
Lipst1_1_164012	G1IA6-22663-MONOMER
Lipst1_1_43803	G1IA6-21566-MONOMER
Lipst1_1_205948	G1IA6-17412-MONOMER
Lipst1_1_3931	G1IA6-20651-MONOMER
Lipst1_1_43998	G1IA6-21567-MONOMER
Lipst1_1_71475	G1IA6-20332-MONOMER
Lipst1_1_2746	G1IA6-19421-MONOMER
Lipst1_1_48163	G1IA6-17584-MONOMER
Lipst1_1_164107	G1IA6-22664-MONOMER
Lipst1_1_62545	G1IA6-19038-MONOMER
Lipst1_1_44669	G1IA6-21568-MONOMER
Lipst1_1_62654	G1IA6-19043-MONOMER
Lipst1_1_71479	G1IA6-20333-MONOMER
Lipst1_1_4648	G1IA6-21569-MONOMER
Lipst1_1_71483	G1IA6-20334-MONOMER
Lipst1_1_2744	G1IA6-19420-MONOMER
Lipst1_1_68153	G1IA6-17708-MONOMER
Lipst1_1_164129	G1IA6-22665-MONOMER
Lipst1_1_70948	G1IA6-19816-MONOMER
Lipst1_1_4650	G1IA6-21570-MONOMER
Lipst1_1_3935	G1IA6-20652-MONOMER
Lipst1_1_71492	G1IA6-20336-MONOMER
Lipst1_1_4655	G1IA6-21571-MONOMER
Lipst1_1_164132	G1IA6-22666-MONOMER
Lipst1_1_71497	G1IA6-20337-MONOMER
Lipst1_1_62549	G1IA6-19039-MONOMER
Lipst1_1_4657	G1IA6-21572-MONOMER
Lipst1_1_71506	G1IA6-20338-MONOMER
Lipst1_1_67972	G1IA6-17676-MONOMER
Lipst1_1_4661	G1IA6-21573-MONOMER
Lipst1_1_274802	G1IA6-19422-MONOMER
Lipst1_1_71508	G1IA6-20339-MONOMER
Lipst1_1_68121	G1IA6-17703-MONOMER
Lipst1_1_164133	G1IA6-22667-MONOMER
Lipst1_1_69614	G1IA6-19063-MONOMER
Lipst1_1_4662	G1IA6-21574-MONOMER
Lipst1_1_3938	G1IA6-20653-MONOMER
Lipst1_1_4665	G1IA6-21575-MONOMER
Lipst1_1_71529	G1IA6-20342-MONOMER
Lipst1_1_275702	G1IA6-19432-MONOMER
Lipst1_1_164139	G1IA6-22668-MONOMER
Lipst1_1_4666	G1IA6-21576-MONOMER
Lipst1_1_4670	G1IA6-21577-MONOMER
Lipst1_1_275981	G1IA6-19434-MONOMER
Lipst1_1_1136	G1IA6-17306-MONOMER
Lipst1_1_164299	G1IA6-22669-MONOMER
Lipst1_1_69693	G1IA6-19085-MONOMER
Lipst1_1_4671	G1IA6-21578-MONOMER
Lipst1_1_71543	G1IA6-20345-MONOMER
Lipst1_1_68065	G1IA6-17695-MONOMER
Lipst1_1_70320	G1IA6-19223-MONOMER
Lipst1_1_3941	G1IA6-20654-MONOMER
Lipst1_1_71630	G1IA6-20368-MONOMER
Lipst1_1_2752	G1IA6-19425-MONOMER
Lipst1_1_164300	G1IA6-22670-MONOMER
Lipst1_1_69539	G1IA6-19045-MONOMER
Lipst1_1_4672	G1IA6-21579-MONOMER
Lipst1_1_71559	G1IA6-20348-MONOMER
Lipst1_1_764	G1IA6-17835-MONOMER
Lipst1_1_73024	G1IA6-21425-MONOMER
Lipst1_1_4676	G1IA6-21580-MONOMER
Lipst1_1_71561	G1IA6-20349-MONOMER
Lipst1_1_275510	G1IA6-19426-MONOMER
Lipst1_1_164418	G1IA6-22671-MONOMER
Lipst1_1_62668	G1IA6-19044-MONOMER
Lipst1_1_4679	G1IA6-21581-MONOMER
Lipst1_1_867	G1IA6-17876-MONOMER
Lipst1_1_71563	G1IA6-20350-MONOMER
Lipst1_1_29451	G1IA6-22386-MONOMER
Lipst1_1_69543	G1IA6-19046-MONOMER
Lipst1_1_3946	G1IA6-20655-MONOMER
Lipst1_1_4681	G1IA6-21582-MONOMER
Lipst1_1_71567	G1IA6-20351-MONOMER
Lipst1_1_275533	G1IA6-19427-MONOMER
Lipst1_1_164851	G1IA6-22672-MONOMER
Lipst1_1_68553	G1IA6-17790-MONOMER
Lipst1_1_71571	G1IA6-20352-MONOMER
Lipst1_1_4684	G1IA6-21583-MONOMER
Lipst1_1_71575	G1IA6-20353-MONOMER
Lipst1_1_4694	G1IA6-21584-MONOMER
Lipst1_1_164990	G1IA6-22673-MONOMER
Lipst1_1_71579	G1IA6-20354-MONOMER
Lipst1_1_71580	G1IA6-20355-MONOMER
Lipst1_1_108154	G1IA6-24076-MONOMER
Lipst1_1_69648	G1IA6-19074-MONOMER
Lipst1_1_3947	G1IA6-20656-MONOMER
Lipst1_1_71582	G1IA6-20356-MONOMER
Lipst1_1_275592	G1IA6-19429-MONOMER
Lipst1_1_165324	G1IA6-22674-MONOMER
Lipst1_1_69551	G1IA6-19048-MONOMER
Lipst1_1_71587	G1IA6-20357-MONOMER
Lipst1_1_4695	G1IA6-21585-MONOMER
Lipst1_1_71592	G1IA6-20358-MONOMER
Lipst1_1_4698	G1IA6-21586-MONOMER
Lipst1_1_165367	G1IA6-22675-MONOMER
Lipst1_1_1133	G1IA6-17305-MONOMER
Lipst1_1_71595	G1IA6-20359-MONOMER
Lipst1_1_4703	G1IA6-21587-MONOMER
Lipst1_1_69552	G1IA6-19049-MONOMER
Lipst1_1_294383	G1IA6-20503-MONOMER
Lipst1_1_3955	G1IA6-20657-MONOMER
Lipst1_1_2227	G1IA6-18717-MONOMER
Lipst1_1_71605	G1IA6-20360-MONOMER
Lipst1_1_4709	G1IA6-21588-MONOMER
Lipst1_1_69579	G1IA6-19050-MONOMER
Lipst1_1_103757	G1IA6-18623-MONOMER
Lipst1_1_165451	G1IA6-22676-MONOMER
Lipst1_1_4711	G1IA6-21589-MONOMER
Lipst1_1_71619	G1IA6-20365-MONOMER
Lipst1_1_931	G1IA6-17915-MONOMER
Lipst1_1_782	G1IA6-17839-MONOMER
Lipst1_1_4712	G1IA6-21590-MONOMER
Lipst1_1_69582	G1IA6-19051-MONOMER
Lipst1_1_1193	G1IA6-17334-MONOMER
Lipst1_1_165726	G1IA6-22677-MONOMER
Lipst1_1_71617	G1IA6-20363-MONOMER
Lipst1_1_4715	G1IA6-21591-MONOMER
Lipst1_1_71618	G1IA6-20364-MONOMER
Lipst1_1_1013	G1IA6-17225-MONOMER
Lipst1_1_3963	G1IA6-20658-MONOMER
Lipst1_1_69615	G1IA6-19064-MONOMER
Lipst1_1_68035	G1IA6-17688-MONOMER
Lipst1_1_166426	G1IA6-22678-MONOMER
Lipst1_1_71620	G1IA6-20366-MONOMER
Lipst1_1_4716	G1IA6-21592-MONOMER
Lipst1_1_71629	G1IA6-20367-MONOMER
Lipst1_1_166724	G1IA6-22679-MONOMER
Lipst1_1_69586	G1IA6-19053-MONOMER
Lipst1_1_71636	G1IA6-20369-MONOMER
Lipst1_1_4723	G1IA6-21593-MONOMER
Lipst1_1_69766	G1IA6-19097-MONOMER
Lipst1_1_71643	G1IA6-20370-MONOMER
Lipst1_1_2761	G1IA6-19435-MONOMER
Lipst1_1_166742	G1IA6-22680-MONOMER
Lipst1_1_69591	G1IA6-19055-MONOMER
Lipst1_1_276115	G1IA6-19436-MONOMER
Lipst1_1_4726	G1IA6-21594-MONOMER
Lipst1_1_59612	G1IA6-24134-MONOMER
Lipst1_1_71663	G1IA6-20373-MONOMER
Lipst1_1_166856	G1IA6-22681-MONOMER
Lipst1_1_70489	G1IA6-19708-MONOMER
Lipst1_1_68694	G1IA6-17819-MONOMER
Lipst1_1_2863	G1IA6-19482-MONOMER
Lipst1_1_71664	G1IA6-20374-MONOMER
Lipst1_1_3989	G1IA6-20667-MONOMER
Lipst1_1_4739	G1IA6-21595-MONOMER
Lipst1_1_71665	G1IA6-20375-MONOMER
Lipst1_1_276347	G1IA6-19437-MONOMER
Lipst1_1_166982	G1IA6-22682-MONOMER
Lipst1_1_120931	G1IA6-24083-MONOMER
Lipst1_1_71669	G1IA6-20376-MONOMER
Lipst1_1_4740	G1IA6-21596-MONOMER
Lipst1_1_71670	G1IA6-20377-MONOMER
Lipst1_1_2764	G1IA6-19438-MONOMER
Lipst1_1_167039	G1IA6-22683-MONOMER
Lipst1_1_69600	G1IA6-19057-MONOMER
Lipst1_1_71673	G1IA6-20378-MONOMER
Lipst1_1_3355	G1IA6-20092-MONOMER
Lipst1_1_102600	G1IA6-17259-MONOMER
Lipst1_1_3969	G1IA6-20661-MONOMER
Lipst1_1_4744	G1IA6-21597-MONOMER
Lipst1_1_71675	G1IA6-20379-MONOMER
Lipst1_1_276440	G1IA6-19439-MONOMER
Lipst1_1_167055	G1IA6-22684-MONOMER
Lipst1_1_69602	G1IA6-19058-MONOMER
Lipst1_1_3260	G1IA6-20060-MONOMER
Lipst1_1_102327	G1IA6-17245-MONOMER
Lipst1_1_71678	G1IA6-20381-MONOMER
Lipst1_1_4745	G1IA6-21598-MONOMER
Lipst1_1_2765	G1IA6-19440-MONOMER
Lipst1_1_167095	G1IA6-22685-MONOMER
Lipst1_1_69604	G1IA6-19059-MONOMER
Lipst1_1_71679	G1IA6-20382-MONOMER
Lipst1_1_4746	G1IA6-21599-MONOMER
Lipst1_1_71682	G1IA6-20383-MONOMER
Lipst1_1_335350	G1IA6-17555-MONOMER
Lipst1_1_69606	G1IA6-19060-MONOMER
Lipst1_1_4751	G1IA6-21600-MONOMER
Lipst1_1_71685	G1IA6-20384-MONOMER
Lipst1_1_276526	G1IA6-19441-MONOMER
Lipst1_1_1256	G1IA6-17349-MONOMER
Lipst1_1_167105	G1IA6-22686-MONOMER
Lipst1_1_4753	G1IA6-21601-MONOMER
Lipst1_1_71693	G1IA6-20385-MONOMER
Lipst1_1_4756	G1IA6-21602-MONOMER
Lipst1_1_1064	G1IA6-17279-MONOMER
Lipst1_1_276528	G1IA6-19442-MONOMER
Lipst1_1_7532	G1IA6-24575-MONOMER
Lipst1_1_167113	G1IA6-22687-MONOMER
Lipst1_1_4759	G1IA6-21603-MONOMER
Lipst1_1_67958	G1IA6-17670-MONOMER
Lipst1_1_2888	G1IA6-19485-MONOMER
Lipst1_1_71706	G1IA6-20388-MONOMER
Lipst1_1_3975	G1IA6-20663-MONOMER
Lipst1_1_4761	G1IA6-21604-MONOMER
Lipst1_1_1272	G1IA6-17352-MONOMER
Lipst1_1_985	G1IA6-17938-MONOMER
Lipst1_1_276559	G1IA6-19443-MONOMER
Lipst1_1_167382	G1IA6-22688-MONOMER
Lipst1_1_69609	G1IA6-19062-MONOMER
Lipst1_1_62325	G1IA6-19024-MONOMER
Lipst1_1_4763	G1IA6-21605-MONOMER
Lipst1_1_1158	G1IA6-17324-MONOMER
Lipst1_1_167565	G1IA6-22689-MONOMER
Lipst1_1_4764	G1IA6-21606-MONOMER
Lipst1_1_276577	G1IA6-19444-MONOMER
Lipst1_1_71718	G1IA6-20391-MONOMER
Lipst1_1_48617	G1IA6-17601-MONOMER
Lipst1_1_71723	G1IA6-20392-MONOMER
Lipst1_1_4767	G1IA6-21607-MONOMER
Lipst1_1_3978	G1IA6-20664-MONOMER
Lipst1_1_4768	G1IA6-21608-MONOMER
Lipst1_1_71724	G1IA6-20393-MONOMER
Lipst1_1_167596	G1IA6-22690-MONOMER
Lipst1_1_4771	G1IA6-21609-MONOMER
Lipst1_1_71728	G1IA6-20395-MONOMER
Lipst1_1_69620	G1IA6-19067-MONOMER
Lipst1_1_71730	G1IA6-20396-MONOMER
Lipst1_1_167651	G1IA6-22691-MONOMER
Lipst1_1_3617	G1IA6-20170-MONOMER
Lipst1_1_76326	G1IA6-24188-MONOMER
Lipst1_1_4774	G1IA6-21610-MONOMER
Lipst1_1_276704	G1IA6-19447-MONOMER
Lipst1_1_68055	G1IA6-17691-MONOMER
Lipst1_1_71731	G1IA6-20397-MONOMER
Lipst1_1_3985	G1IA6-20665-MONOMER
Lipst1_1_104437	G1IA6-19282-MONOMER
Lipst1_1_71734	G1IA6-20398-MONOMER
Lipst1_1_168360	G1IA6-22692-MONOMER
Lipst1_1_71736	G1IA6-20399-MONOMER
Lipst1_1_4775	G1IA6-21611-MONOMER
Lipst1_1_4778	G1IA6-21612-MONOMER
Lipst1_1_168589	G1IA6-22693-MONOMER
Lipst1_1_71750	G1IA6-20402-MONOMER
Lipst1_1_3988	G1IA6-20666-MONOMER
Lipst1_1_4780	G1IA6-21613-MONOMER
Lipst1_1_69621	G1IA6-19068-MONOMER
Lipst1_1_2881	G1IA6-19484-MONOMER
Lipst1_1_102591	G1IA6-17258-MONOMER
Lipst1_1_168614	G1IA6-22694-MONOMER
Lipst1_1_63162	G1IA6-19676-MONOMER
Lipst1_1_71753	G1IA6-20403-MONOMER
Lipst1_1_4792	G1IA6-21614-MONOMER
Lipst1_1_46405	G1IA6-24131-MONOMER
Lipst1_1_2802	G1IA6-19467-MONOMER
Lipst1_1_71760	G1IA6-20404-MONOMER
Lipst1_1_7118	G1IA6-24155-MONOMER
Lipst1_1_276895	G1IA6-19450-MONOMER
Lipst1_1_69626	G1IA6-19069-MONOMER
Lipst1_1_168952	G1IA6-22695-MONOMER
Lipst1_1_68003	G1IA6-17682-MONOMER
Lipst1_1_71775	G1IA6-20405-MONOMER
Lipst1_1_4793	G1IA6-21615-MONOMER
Lipst1_1_156720	G1IA6-22322-MONOMER
Lipst1_1_42570	G1IA6-24130-MONOMER
Lipst1_1_4017	G1IA6-20672-MONOMER
Lipst1_1_69627	G1IA6-19070-MONOMER
Lipst1_1_7209	G1IA6-24174-MONOMER
Lipst1_1_71785	G1IA6-20407-MONOMER
Lipst1_1_169047	G1IA6-22696-MONOMER
Lipst1_1_71788	G1IA6-20408-MONOMER
Lipst1_1_4800	G1IA6-21616-MONOMER
Lipst1_1_2791	G1IA6-19464-MONOMER
Lipst1_1_71790	G1IA6-20409-MONOMER
Lipst1_1_4014	G1IA6-20671-MONOMER
Lipst1_1_4803	G1IA6-21617-MONOMER
Lipst1_1_71791	G1IA6-20410-MONOMER
Lipst1_1_277029	G1IA6-19452-MONOMER
Lipst1_1_169077	G1IA6-22697-MONOMER
Lipst1_1_71801	G1IA6-20411-MONOMER
Lipst1_1_76343	G1IA6-24192-MONOMER
Lipst1_1_3990	G1IA6-20668-MONOMER
Lipst1_1_4805	G1IA6-21618-MONOMER
Lipst1_1_219820	G1IA6-17497-MONOMER
Lipst1_1_69665	G1IA6-19079-MONOMER
Lipst1_1_169317	G1IA6-22698-MONOMER
Lipst1_1_2774	G1IA6-19457-MONOMER
Lipst1_1_71804	G1IA6-20412-MONOMER
Lipst1_1_4808	G1IA6-21619-MONOMER
Lipst1_1_90677	G1IA6-17891-MONOMER
Lipst1_1_71813	G1IA6-20413-MONOMER
Lipst1_1_4809	G1IA6-21620-MONOMER
Lipst1_1_276929	G1IA6-19451-MONOMER
Lipst1_1_69642	G1IA6-19073-MONOMER
Lipst1_1_82322	G1IA6-20414-MONOMER
Lipst1_1_169374	G1IA6-22699-MONOMER
Lipst1_1_4818	G1IA6-21621-MONOMER
Lipst1_1_2772	G1IA6-19456-MONOMER
Lipst1_1_69651	G1IA6-19075-MONOMER
Lipst1_1_4003	G1IA6-20669-MONOMER
Lipst1_1_4819	G1IA6-21622-MONOMER
Lipst1_1_82667	G1IA6-20416-MONOMER
Lipst1_1_103557	G1IA6-18610-MONOMER
Lipst1_1_169754	G1IA6-22700-MONOMER
Lipst1_1_2771	G1IA6-19455-MONOMER
Lipst1_1_82789	G1IA6-20417-MONOMER
Lipst1_1_4824	G1IA6-21623-MONOMER
Lipst1_1_207162	G1IA6-17419-MONOMER
Lipst1_1_83072	G1IA6-20418-MONOMER
Lipst1_1_4013	G1IA6-20670-MONOMER
Lipst1_1_4826	G1IA6-21624-MONOMER
Lipst1_1_68117	G1IA6-17702-MONOMER
Lipst1_1_49086	G1IA6-17614-MONOMER
Lipst1_1_169790	G1IA6-22701-MONOMER
Lipst1_1_4833	G1IA6-21625-MONOMER
Lipst1_1_94584	G1IA6-20419-MONOMER
Lipst1_1_1150	G1IA6-17309-MONOMER
Lipst1_1_115799	G1IA6-17323-MONOMER
Lipst1_1_94613	G1IA6-20420-MONOMER
Lipst1_1_69654	G1IA6-19076-MONOMER
Lipst1_1_4839	G1IA6-21626-MONOMER
Lipst1_1_78240	G1IA6-17840-MONOMER
Lipst1_1_93324	G1IA6-19255-MONOMER
Lipst1_1_169971	G1IA6-22702-MONOMER
Lipst1_1_69662	G1IA6-19077-MONOMER
Lipst1_1_4840	G1IA6-21627-MONOMER
Lipst1_1_94656	G1IA6-20422-MONOMER
Lipst1_1_2779	G1IA6-19458-MONOMER
Lipst1_1_38690	G1IA6-22401-MONOMER
Lipst1_1_4844	G1IA6-21628-MONOMER
Lipst1_1_100843	G1IA6-24066-MONOMER
Lipst1_1_94660	G1IA6-20423-MONOMER
Lipst1_1_109054	G1IA6-17286-MONOMER
Lipst1_1_170420	G1IA6-22703-MONOMER
Lipst1_1_4846	G1IA6-21629-MONOMER
Lipst1_1_94777	G1IA6-20424-MONOMER
Lipst1_1_100820	G1IA6-24065-MONOMER
Lipst1_1_94879	G1IA6-20425-MONOMER
Lipst1_1_4847	G1IA6-21630-MONOMER
Lipst1_1_2781	G1IA6-19459-MONOMER
Lipst1_1_69667	G1IA6-19080-MONOMER
Lipst1_1_94934	G1IA6-20426-MONOMER
Lipst1_1_4857	G1IA6-21631-MONOMER
Lipst1_1_95184	G1IA6-20427-MONOMER
Lipst1_1_7450	G1IA6-24507-MONOMER
Lipst1_1_4863	G1IA6-21632-MONOMER
Lipst1_1_100890	G1IA6-24067-MONOMER
Lipst1_1_170517	G1IA6-22704-MONOMER
Lipst1_1_95243	G1IA6-20428-MONOMER
Lipst1_1_4871	G1IA6-21633-MONOMER
Lipst1_1_100896	G1IA6-24068-MONOMER
Lipst1_1_108090	G1IA6-24070-MONOMER
Lipst1_1_108093	G1IA6-24072-MONOMER
Lipst1_1_2787	G1IA6-19461-MONOMER
Lipst1_1_170576	G1IA6-22705-MONOMER
Lipst1_1_4873	G1IA6-21634-MONOMER
Lipst1_1_69671	G1IA6-19081-MONOMER
Lipst1_1_108092	G1IA6-24071-MONOMER
Lipst1_1_170643	G1IA6-22706-MONOMER
Lipst1_1_2789	G1IA6-19462-MONOMER
Lipst1_1_26411	G1IA6-18925-MONOMER
Lipst1_1_4875	G1IA6-21635-MONOMER
Lipst1_1_4018	G1IA6-20673-MONOMER
Lipst1_1_4881	G1IA6-21636-MONOMER
Lipst1_1_108104	G1IA6-24073-MONOMER
Lipst1_1_67994	G1IA6-17681-MONOMER
Lipst1_1_170668	G1IA6-22707-MONOMER
Lipst1_1_108149	G1IA6-24074-MONOMER
Lipst1_1_52056	G1IA6-19624-MONOMER
Lipst1_1_74598	G1IA6-22889-MONOMER
Lipst1_1_69689	G1IA6-19083-MONOMER
Lipst1_1_4030	G1IA6-20678-MONOMER
Lipst1_1_4882	G1IA6-21637-MONOMER
Lipst1_1_170681	G1IA6-22708-MONOMER
Lipst1_1_76776	G1IA6-24508-MONOMER
Lipst1_1_4883	G1IA6-21638-MONOMER
Lipst1_1_898	G1IA6-17886-MONOMER
Lipst1_1_158420	G1IA6-22335-MONOMER
Lipst1_1_4020	G1IA6-20674-MONOMER
Lipst1_1_4886	G1IA6-21639-MONOMER
Lipst1_1_71725	G1IA6-20394-MONOMER
Lipst1_1_170729	G1IA6-22709-MONOMER
Lipst1_1_108171	G1IA6-24078-MONOMER
Lipst1_1_4888	G1IA6-21640-MONOMER
Lipst1_1_2302	G1IA6-18732-MONOMER
Lipst1_1_54725	G1IA6-21265-MONOMER
Lipst1_1_4890	G1IA6-21641-MONOMER
Lipst1_1_108178	G1IA6-24079-MONOMER
Lipst1_1_2797	G1IA6-19466-MONOMER
Lipst1_1_170805	G1IA6-22710-MONOMER
Lipst1_1_49055	G1IA6-17613-MONOMER
Lipst1_1_114257	G1IA6-24080-MONOMER
Lipst1_1_68719	G1IA6-17825-MONOMER
Lipst1_1_69703	G1IA6-19086-MONOMER
Lipst1_1_4021	G1IA6-20675-MONOMER
Lipst1_1_4904	G1IA6-21642-MONOMER
Lipst1_1_199926	G1IA6-24087-MONOMER
Lipst1_1_245651	G1IA6-18794-MONOMER
Lipst1_1_61213	G1IA6-17632-MONOMER
